user_id,item_id,pred_rating,title,genres
298,337,4.720064605795832,"House of Yes, The (1997)","Comedy, Drama, Thriller"
298,360,4.7066854902053,Wonderland (1997),Documentary
298,423,4.6849252670443935,E.T. the Extra-Terrestrial (1982),"Children’s, Drama, Fantasy, Sci-Fi"
298,251,4.68229660578769,Shall We Dance? (1996),Comedy
298,372,4.657175571265648,Jeffrey (1995),Comedy
298,483,4.629229488277168,Casablanca (1942),"Drama, Romance, War"
298,496,4.625586347224647,It's a Wonderful Life (1946),Drama
115,425,5.0,Bob Roberts (1992),Comedy
115,440,5.0,Amityville II: The Possession (1982),Horror
115,430,4.943041220248146,Duck Soup (1933),"Comedy, War"
115,416,4.917402997914947,Old Yeller (1957),"Children’s, Drama"
115,320,4.915648876324118,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
115,398,4.8884558772863755,Super Mario Bros. (1993),"Action, Adventure, Children’s, Sci-Fi"
115,178,4.857699470391801,12 Angry Men (1957),Drama
115,134,4.815109841421041,Citizen Kane (1941),Drama
115,415,4.809880824146321,"Apple Dumpling Gang, The (1975)","Children’s, Comedy, Western"
115,371,4.797478784537864,"Bridges of Madison County, The (1995)","Drama, Romance"
253,313,4.801325805692056,Titanic (1997),"Action, Drama, Romance"
253,359,4.759642460297496,"Assignment, The (1997)",Thriller
253,361,4.735875615429768,Incognito (1997),"Crime, Thriller"
253,365,4.7057384229711845,Powder (1995),Drama
253,337,4.6977619428175785,"House of Yes, The (1997)","Comedy, Drama, Thriller"
253,455,4.6788949106368865,Jackie Chan's First Strike (1996),Action
253,416,4.665688548263736,Old Yeller (1957),"Children’s, Drama"
253,341,4.6568445468736055,Critical Care (1997),Comedy
253,398,4.655549528288525,Super Mario Bros. (1993),"Action, Adventure, Children’s, Sci-Fi"
253,360,4.6274276131085434,Wonderland (1997),Documentary
305,342,5.0,"Man Who Knew Too Little, The (1997)","Comedy, Mystery"
305,424,4.886299686909584,Children of the Corn: The Gathering (1996),Horror
305,352,4.879209976428699,Spice World (1997),"Comedy, Musical"
305,335,4.762519668292313,How to Be a Player (1997),Comedy
305,407,4.686447460720044,Spy Hard (1996),Comedy
305,462,4.646049061797739,Like Water For Chocolate (Como agua para chocolate) (1992),"Drama, Romance"
305,314,4.622782647501886,3 Ninjas: High Noon At Mega Mountain (1998),"Action, Children’s"
305,361,4.6193644511911005,Incognito (1997),"Crime, Thriller"
305,224,4.530316860254225,Ridicule (1996),Drama
305,348,4.526603664898073,Desperate Measures (1998),"Crime, Drama, Thriller"
6,548,4.826366280579219,"NeverEnding Story III, The (1994)","Children’s, Fantasy"
6,383,4.779314870991361,"Flintstones, The (1994)","Children’s, Comedy"
6,519,4.7543817626170926,"Treasure of the Sierra Madre, The (1948)",Adventure
6,98,4.556252614453987,"Silence of the Lambs, The (1991)","Drama, Thriller"
6,452,4.54043803768326,Jaws 2 (1978),"Action, Horror"
6,492,4.537117577844548,East of Eden (1955),Drama
6,501,4.519323638976632,Dumbo (1941),"Animation, Children’s, Musical"
6,463,4.4469678342764976,"Secret of Roan Inish, The (1994)",Adventure
6,521,4.433921865105472,"Deer Hunter, The (1978)","Drama, War"
6,484,4.431666792676045,"Maltese Falcon, The (1941)","Film-Noir, Mystery"
62,421,4.801043117724714,William Shakespeare's Romeo and Juliet (1996),"Drama, Romance"
62,491,4.684644431140257,"Adventures of Robin Hood, The (1938)","Action, Adventure"
62,504,4.683673079987699,Bonnie and Clyde (1967),"Crime, Drama"
62,484,4.651707581596382,"Maltese Falcon, The (1941)","Film-Noir, Mystery"
62,56,4.6505275566430395,Pulp Fiction (1994),"Crime, Drama"
62,168,4.606441703613484,Monty Python and the Holy Grail (1974),Comedy
62,178,4.60026806777011,12 Angry Men (1957),Drama
62,135,4.594356463763207,2001: A Space Odyssey (1968),"Drama, Mystery, Sci-Fi, Thriller"
62,467,4.570870220408244,"Bronx Tale, A (1993)",Drama
62,195,4.554732038307841,"Terminator, The (1984)","Action, Sci-Fi, Thriller"
286,308,5.0,FairyTale: A True Story (1997),"Children’s, Drama, Fantasy"
286,341,5.0,Critical Care (1997),Comedy
286,346,5.0,Jackie Brown (1997),"Crime, Drama"
286,350,5.0,Fallen (1998),"Action, Mystery, Thriller"
286,361,5.0,Incognito (1997),"Crime, Thriller"
286,442,5.0,"Amityville Curse, The (1990)",Horror
286,353,4.963207322933429,Deep Rising (1998),"Action, Horror, Sci-Fi"
286,266,4.921767162310711,Kull the Conqueror (1997),"Action, Adventure"
286,272,4.9122671840127135,Good Will Hunting (1997),Drama
286,437,4.89918655332265,Amityville 1992: It's About Time (1992),Horror
200,64,4.990087247387782,"Shawshank Redemption, The (1994)",Drama
200,431,4.969975595321511,Highlander (1986),"Action, Adventure"
200,172,4.9373453206255205,"Empire Strikes Back, The (1980)","Action, Adventure, Drama, Romance, Sci-Fi, War"
200,440,4.924602090139882,Amityville II: The Possession (1982),Horror
200,387,4.896495859761512,"Age of Innocence, The (1993)",Drama
200,360,4.844852456973625,Wonderland (1997),Documentary
200,361,4.844608069872605,Incognito (1997),"Crime, Thriller"
200,352,4.8377000373170755,Spice World (1997),"Comedy, Musical"
200,336,4.827637262465287,Playing God (1997),"Crime, Thriller"
200,320,4.785523474107194,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
210,50,4.903868432053997,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
210,134,4.876045687956939,Citizen Kane (1941),Drama
210,187,4.859612757901827,"Godfather: Part II, The (1974)","Action, Crime, Drama"
210,172,4.81359897904366,"Empire Strikes Back, The (1980)","Action, Adventure, Drama, Romance, Sci-Fi, War"
210,337,4.797005151018356,"House of Yes, The (1997)","Comedy, Drama, Thriller"
210,197,4.767323164072477,"Graduate, The (1967)","Drama, Romance"
210,251,4.744059821259458,Shall We Dance? (1996),Comedy
210,387,4.740251317890293,"Age of Innocence, The (1993)",Drama
210,430,4.737681681539786,Duck Soup (1933),"Comedy, War"
210,285,4.733517431457891,Secrets & Lies (1996),Drama
224,442,4.563718672217222,"Amityville Curse, The (1990)",Horror
224,385,4.521313910609298,True Lies (1994),"Action, Adventure, Comedy, Romance"
224,296,4.485372401247587,"Promesse, La (1996)",Drama
224,143,4.483607615294147,"Sound of Music, The (1965)",Musical
224,402,4.474406949425413,Ghost (1990),"Comedy, Romance, Thriller"
224,350,4.456425730774094,Fallen (1998),"Action, Mystery, Thriller"
224,403,4.398475927377223,Batman (1989),"Action, Adventure, Crime, Drama"
224,415,4.374140347718036,"Apple Dumpling Gang, The (1975)","Children’s, Comedy, Western"
224,379,4.369690329619902,Tales From the Crypt Presents: Demon Knight (1995),Horror
224,253,4.355609948565423,"Pillow Book, The (1995)","Drama, Romance"
303,127,5.0,"Godfather, The (1972)","Action, Crime, Drama"
303,318,5.0,Schindler's List (1993),"Drama, War"
303,234,4.720044821844414,Jaws (1975),"Action, Horror"
303,195,4.659168600949806,"Terminator, The (1984)","Action, Sci-Fi, Thriller"
303,9,4.616346307574712,Dead Man Walking (1995),Drama
303,288,4.601108024552493,Scream (1996),"Horror, Thriller"
303,176,4.586316666985679,Aliens (1986),"Action, Sci-Fi, Thriller, War"
303,192,4.573904850814049,Raging Bull (1980),Drama
303,272,4.566023739860364,Good Will Hunting (1997),Drama
303,308,4.563882899880994,FairyTale: A True Story (1997),"Children’s, Drama, Fantasy"
122,286,4.9982759021678875,"English Patient, The (1996)","Drama, Romance, War"
122,387,4.984629092396603,"Age of Innocence, The (1993)",Drama
122,389,4.77038687003364,Black Beauty (1994),"Adventure, Children’s"
122,320,4.738065183029912,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
122,361,4.735561517388891,Incognito (1997),"Crime, Thriller"
122,416,4.733869111437741,Old Yeller (1957),"Children’s, Drama"
122,363,4.724520530591342,Sudden Death (1995),Action
122,424,4.7199474093053055,Children of the Corn: The Gathering (1996),Horror
122,371,4.7104939861821515,"Bridges of Madison County, The (1995)","Drama, Romance"
122,134,4.700595836549399,Citizen Kane (1941),Drama
194,335,4.666779480443498,How to Be a Player (1997),Comedy
194,337,4.621409704454282,"House of Yes, The (1997)","Comedy, Drama, Thriller"
194,330,4.5589915494404725,187 (1997),Drama
194,318,4.554153523339656,Schindler's List (1993),"Drama, War"
194,353,4.520350531954791,Deep Rising (1998),"Action, Horror, Sci-Fi"
194,303,4.462150372977593,Ulee's Gold (1997),Drama
194,263,4.459536945040562,Steel (1997),Action
194,305,4.439592192693072,"Ice Storm, The (1997)",Drama
194,223,4.399612133050229,Sling Blade (1996),"Drama, Thriller"
194,467,4.395765462119732,"Bronx Tale, A (1993)",Drama
291,9,5.0,Dead Man Walking (1995),Drama
291,98,5.0,"Silence of the Lambs, The (1991)","Drama, Thriller"
291,127,5.0,"Godfather, The (1972)","Action, Crime, Drama"
291,169,5.0,"Wrong Trousers, The (1993)","Animation, Comedy"
291,174,5.0,Raiders of the Lost Ark (1981),"Action, Adventure"
291,256,5.0,When the Cats Away (Chacun cherche son chat) (1996),"Comedy, Romance"
291,296,5.0,"Promesse, La (1996)",Drama
291,344,5.0,"Apostle, The (1997)",Drama
291,361,5.0,Incognito (1997),"Crime, Thriller"
291,313,4.973652445282979,Titanic (1997),"Action, Drama, Romance"
234,363,4.430652324902795,Sudden Death (1995),Action
234,388,4.318002993256452,Beverly Hills Cop III (1994),"Action, Comedy"
234,127,4.2679437763770975,"Godfather, The (1972)","Action, Crime, Drama"
234,498,4.2489038509603745,"African Queen, The (1951)","Action, Adventure, Romance, War"
234,444,4.247898373349867,"Blob, The (1958)","Horror, Sci-Fi"
234,341,4.223217730765033,Critical Care (1997),Comedy
234,427,4.209783686225317,To Kill a Mockingbird (1962),Drama
234,515,4.19039301399759,"Boot, Das (1981)","Action, Drama, War"
234,506,4.188380031801374,Rebel Without a Cause (1955),Drama
234,375,4.177417319393502,Showgirls (1995),Drama
119,370,5.0,Mary Reilly (1996),"Drama, Thriller"
119,466,5.0,Red Rock West (1992),Thriller
119,382,4.937432848945942,"Adventures of Priscilla, Queen of the Desert, The (1994)","Comedy, Drama"
119,377,4.929197359217205,Heavyweights (1994),"Children’s, Comedy"
119,387,4.881663715111294,"Age of Innocence, The (1993)",Drama
119,313,4.82020351597791,Titanic (1997),"Action, Drama, Romance"
119,192,4.8057550042247685,Raging Bull (1980),Drama
119,178,4.803982667028831,12 Angry Men (1957),Drama
119,197,4.760166434414057,"Graduate, The (1967)","Drama, Romance"
119,485,4.753678685677244,My Fair Lady (1964),"Musical, Romance"
167,320,4.783523223159925,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
167,422,4.756168057050903,Aladdin and the King of Thieves (1996),"Animation, Children’s, Comedy"
167,337,4.753045719699383,"House of Yes, The (1997)","Comedy, Drama, Thriller"
167,127,4.711726500272154,"Godfather, The (1972)","Action, Crime, Drama"
167,363,4.6868876954255585,Sudden Death (1995),Action
167,185,4.675926182880082,Psycho (1960),"Horror, Romance, Thriller"
167,427,4.648141385776266,To Kill a Mockingbird (1962),Drama
167,435,4.628645158790153,Butch Cassidy and the Sundance Kid (1969),"Action, Comedy, Western"
167,371,4.563996881320368,"Bridges of Madison County, The (1995)","Drama, Romance"
167,494,4.548248055321789,His Girl Friday (1940),Comedy
299,341,4.856279464507121,Critical Care (1997),Comedy
299,351,4.53450905863723,"Prophecy II, The (1998)",Horror
299,267,4.470006489878401,unknown,unknown
299,483,4.332788211528639,Casablanca (1942),"Drama, Romance, War"
299,352,4.3316961746437155,Spice World (1997),"Comedy, Musical"
299,335,4.3212963483362845,How to Be a Player (1997),Comedy
299,513,4.301922535756144,"Third Man, The (1949)","Mystery, Thriller"
299,463,4.29118174079753,"Secret of Roan Inish, The (1994)",Adventure
299,178,4.285029484086054,12 Angry Men (1957),Drama
299,426,4.28419279275489,"Transformers: The Movie, The (1986)","Action, Animation, Children’s, Sci-Fi, Thriller, War"
308,192,4.971836460051155,Raging Bull (1980),Drama
308,308,4.887941554859161,FairyTale: A True Story (1997),"Children’s, Drama, Fantasy"
308,296,4.796126358596263,"Promesse, La (1996)",Drama
308,12,4.752764621510267,"Usual Suspects, The (1995)","Crime, Thriller"
308,187,4.653840790404293,"Godfather: Part II, The (1974)","Action, Crime, Drama"
308,360,4.620123030277754,Wonderland (1997),Documentary
308,353,4.560182070043469,Deep Rising (1998),"Action, Horror, Sci-Fi"
308,346,4.5572879975885865,Jackie Brown (1997),"Crime, Drama"
308,182,4.527620282351295,GoodFellas (1990),"Crime, Drama"
308,268,4.520185120851558,Chasing Amy (1997),"Drama, Romance"
95,173,5.0,"Princess Bride, The (1987)","Action, Adventure, Comedy, Romance"
95,350,4.964291580921295,Fallen (1998),"Action, Mystery, Thriller"
95,178,4.889950701638308,12 Angry Men (1957),Drama
95,490,4.857843613554019,To Catch a Thief (1955),"Comedy, Romance, Thriller"
95,285,4.831867610087868,Secrets & Lies (1996),Drama
95,337,4.736164668472285,"House of Yes, The (1997)","Comedy, Drama, Thriller"
95,169,4.721462874078027,"Wrong Trousers, The (1993)","Animation, Comedy"
95,199,4.702600335177832,"Bridge on the River Kwai, The (1957)","Drama, War"
95,268,4.644284545531935,Chasing Amy (1997),"Drama, Romance"
95,306,4.6070878768777215,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","Drama, Romance"
38,71,5.0,"Lion King, The (1994)","Animation, Children’s, Musical"
38,366,5.0,Dangerous Minds (1995),Drama
38,390,5.0,Fear of a Black Hat (1993),Comedy
38,392,5.0,"Man Without a Face, The (1993)",Drama
38,402,5.0,Ghost (1990),"Comedy, Romance, Thriller"
38,404,5.0,Pinocchio (1940),"Animation, Children’s"
38,465,5.0,"Jungle Book, The (1994)","Adventure, Children’s, Romance"
38,478,5.0,"Philadelphia Story, The (1940)","Comedy, Romance"
38,485,5.0,My Fair Lady (1964),"Musical, Romance"
38,499,5.0,Cat on a Hot Tin Roof (1958),Drama
102,377,4.598481831989057,Heavyweights (1994),"Children’s, Comedy"
102,408,4.32893832287679,"Close Shave, A (1995)","Animation, Comedy, Thriller"
102,457,4.3120814831851915,Free Willy 3: The Rescue (1997),"Adventure, Children’s, Drama"
102,372,4.287399477406971,Jeffrey (1995),Comedy
102,493,4.269443210025472,"Thin Man, The (1934)",Mystery
102,348,4.240056732824463,Desperate Measures (1998),"Crime, Drama, Thriller"
102,467,4.232819632200789,"Bronx Tale, A (1993)",Drama
102,250,4.2184556434235745,"Fifth Element, The (1997)","Action, Sci-Fi"
102,442,4.1996147453286,"Amityville Curse, The (1990)",Horror
102,341,4.17211191030992,Critical Care (1997),Comedy
63,377,4.574795085040066,Heavyweights (1994),"Children’s, Comedy"
63,409,4.570934840669827,Jack (1996),"Comedy, Drama"
63,381,4.543249310048612,Muriel's Wedding (1994),"Comedy, Romance"
63,438,4.524327077505143,Amityville 3-D (1983),Horror
63,537,4.517616289535763,My Own Private Idaho (1991),Drama
63,446,4.514604471329435,Burnt Offerings (1976),Horror
63,353,4.486512903931471,Deep Rising (1998),"Action, Horror, Sci-Fi"
63,467,4.476261904544052,"Bronx Tale, A (1993)",Drama
63,583,4.469377270622763,Romeo Is Bleeding (1993),"Crime, Thriller"
63,457,4.462558323994637,Free Willy 3: The Rescue (1997),"Adventure, Children’s, Drama"
160,56,5.0,Pulp Fiction (1994),"Crime, Drama"
160,187,5.0,"Godfather: Part II, The (1974)","Action, Crime, Drama"
160,374,5.0,Mighty Morphin Power Rangers: The Movie (1995),"Action, Children’s"
160,430,4.8534629525383854,Duck Soup (1933),"Comedy, War"
160,480,4.8529186400751705,North by Northwest (1959),"Comedy, Thriller"
160,398,4.849277915137636,Super Mario Bros. (1993),"Action, Adventure, Children’s, Sci-Fi"
160,483,4.7923081716059475,Casablanca (1942),"Drama, Romance, War"
160,437,4.788936568394716,Amityville 1992: It's About Time (1992),Horror
160,320,4.7702713130135,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
160,438,4.769210943100707,Amityville 3-D (1983),Horror
50,395,5.0,Robin Hood: Men in Tights (1993),Comedy
50,401,5.0,"Brady Bunch Movie, The (1995)",Comedy
50,571,5.0,Another Stakeout (1993),"Comedy, Thriller"
50,585,5.0,Son in Law (1993),Comedy
50,396,4.964536897954604,Serial Mom (1994),"Comedy, Crime, Horror"
50,426,4.888966425181125,"Transformers: The Movie, The (1986)","Action, Animation, Children’s, Sci-Fi, Thriller, War"
50,428,4.872938287621498,Harold and Maude (1971),Comedy
50,372,4.862712705343243,Jeffrey (1995),Comedy
50,450,4.860298679467742,Star Trek V: The Final Frontier (1989),"Action, Adventure, Sci-Fi"
50,366,4.84941278920441,Dangerous Minds (1995),Drama
301,268,5.0,Chasing Amy (1997),"Drama, Romance"
301,314,4.825962594918667,3 Ninjas: High Noon At Mega Mountain (1998),"Action, Children’s"
301,50,4.805433891475806,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
301,318,4.799796967390214,Schindler's List (1993),"Drama, War"
301,96,4.766414998531241,Terminator 2: Judgment Day (1991),"Action, Sci-Fi, Thriller"
301,360,4.737440376459374,Wonderland (1997),Documentary
301,313,4.710157952237921,Titanic (1997),"Action, Drama, Romance"
301,69,4.676063338535224,Forrest Gump (1994),"Comedy, Romance, War"
301,302,4.632858574992693,L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller"
301,361,4.626543816059688,Incognito (1997),"Crime, Thriller"
225,320,4.973492177736836,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
225,375,4.907928826950962,Showgirls (1995),Drama
225,374,4.882272820074748,Mighty Morphin Power Rangers: The Movie (1995),"Action, Children’s"
225,457,4.865567195326149,Free Willy 3: The Rescue (1997),"Adventure, Children’s, Drama"
225,378,4.858843352927963,Miracle on 34th Street (1994),Drama
225,377,4.819801309297756,Heavyweights (1994),"Children’s, Comedy"
225,406,4.804110636650958,Thinner (1996),"Horror, Thriller"
225,424,4.762191499499309,Children of the Corn: The Gathering (1996),Horror
225,365,4.7316909950403705,Powder (1995),Drama
225,337,4.697649584600628,"House of Yes, The (1997)","Comedy, Drama, Thriller"
290,337,4.837068341253439,"House of Yes, The (1997)","Comedy, Drama, Thriller"
290,351,4.8174750514744495,"Prophecy II, The (1998)",Horror
290,299,4.653537628470726,Hoodlum (1997),"Crime, Drama, Film-Noir"
290,355,4.631994236892318,Sphere (1998),"Adventure, Sci-Fi, Thriller"
290,306,4.6314650306261855,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","Drama, Romance"
290,392,4.577537484163894,"Man Without a Face, The (1993)",Drama
290,354,4.575905384956101,"Wedding Singer, The (1998)","Comedy, Romance"
290,490,4.547484508833614,To Catch a Thief (1955),"Comedy, Romance, Thriller"
290,437,4.529261509425295,Amityville 1992: It's About Time (1992),Horror
290,312,4.5283639069713795,Midnight in the Garden of Good and Evil (1997),"Comedy, Crime, Drama, Mystery"
97,423,5.0,E.T. the Extra-Terrestrial (1982),"Children’s, Drama, Fantasy, Sci-Fi"
97,437,5.0,Amityville 1992: It's About Time (1992),Horror
97,417,4.895358668817291,"Parent Trap, The (1961)","Children’s, Drama"
97,451,4.855822686501977,Grease (1978),"Comedy, Musical, Romance"
97,433,4.835138981555916,Heathers (1989),Comedy
97,478,4.802915385418018,"Philadelphia Story, The (1940)","Comedy, Romance"
97,430,4.801803408379352,Duck Soup (1933),"Comedy, War"
97,404,4.781357011824648,Pinocchio (1940),"Animation, Children’s"
97,534,4.777390596830796,Traveller (1997),Drama
97,408,4.744809664788196,"Close Shave, A (1995)","Animation, Comedy, Thriller"
157,320,4.9480288725197745,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
157,313,4.893033028502611,Titanic (1997),"Action, Drama, Romance"
157,318,4.661097995162766,Schindler's List (1993),"Drama, War"
157,337,4.638124060726962,"House of Yes, The (1997)","Comedy, Drama, Thriller"
157,64,4.607111434723292,"Shawshank Redemption, The (1994)",Drama
157,434,4.606329996654424,Forbidden Planet (1956),Sci-Fi
157,437,4.605789336226374,Amityville 1992: It's About Time (1992),Horror
157,216,4.596788679408584,When Harry Met Sally... (1989),"Comedy, Romance"
157,424,4.582082261775918,Children of the Corn: The Gathering (1996),Horror
157,296,4.5775945394250455,"Promesse, La (1996)",Drama
181,397,4.2177306258697564,Striking Distance (1993),Action
181,442,4.144978958524808,"Amityville Curse, The (1990)",Horror
181,423,3.925830136869777,E.T. the Extra-Terrestrial (1982),"Children’s, Drama, Fantasy, Sci-Fi"
181,485,3.902576142082998,My Fair Lady (1964),"Musical, Romance"
181,202,3.740365866770884,Groundhog Day (1993),"Comedy, Romance"
181,537,3.7283104218051073,My Own Private Idaho (1991),Drama
181,282,3.7152489462423577,"Time to Kill, A (1996)",Drama
181,361,3.6675991518248456,Incognito (1997),"Crime, Thriller"
181,575,3.63543181788971,City Slickers II: The Legend of Curly's Gold (1994),"Comedy, Western"
181,426,3.6112268601650293,"Transformers: The Movie, The (1986)","Action, Animation, Children’s, Sci-Fi, Thriller, War"
278,350,4.83339195634535,Fallen (1998),"Action, Mystery, Thriller"
278,351,4.763161572982832,"Prophecy II, The (1998)",Horror
278,306,4.734714984684775,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","Drama, Romance"
278,320,4.733787231670627,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
278,256,4.717447511965845,When the Cats Away (Chacun cherche son chat) (1996),"Comedy, Romance"
278,341,4.688798788062727,Critical Care (1997),Comedy
278,375,4.685468250191136,Showgirls (1995),Drama
278,361,4.666555109752683,Incognito (1997),"Crime, Thriller"
278,337,4.663353487529683,"House of Yes, The (1997)","Comedy, Drama, Thriller"
278,314,4.6556941851796,3 Ninjas: High Noon At Mega Mountain (1998),"Action, Children’s"
276,127,5.0,"Godfather, The (1972)","Action, Crime, Drama"
276,169,5.0,"Wrong Trousers, The (1993)","Animation, Comedy"
276,173,5.0,"Princess Bride, The (1987)","Action, Adventure, Comedy, Romance"
276,174,4.939919575783125,Raiders of the Lost Ark (1981),"Action, Adventure"
276,64,4.920560757703894,"Shawshank Redemption, The (1994)",Drama
276,318,4.897327762528479,Schindler's List (1993),"Drama, War"
276,96,4.893246882058751,Terminator 2: Judgment Day (1991),"Action, Sci-Fi, Thriller"
276,100,4.879689785618019,Fargo (1996),"Crime, Drama, Thriller"
276,7,4.870691119583512,Twelve Monkeys (1995),"Drama, Sci-Fi"
276,475,4.860519459104944,Trainspotting (1996),Drama
7,69,5.0,Forrest Gump (1994),"Comedy, Romance, War"
7,127,5.0,"Godfather, The (1972)","Action, Crime, Drama"
7,180,5.0,Apocalypse Now (1979),"Drama, War"
7,223,5.0,Sling Blade (1996),"Drama, Thriller"
7,410,5.0,Kingpin (1996),Comedy
7,581,5.0,Kalifornia (1993),"Drama, Thriller"
7,435,4.981762917354149,Butch Cassidy and the Sundance Kid (1969),"Action, Comedy, Western"
7,234,4.968458790268483,Jaws (1975),"Action, Horror"
7,510,4.894111067834401,"Magnificent Seven, The (1954)","Action, Drama, Western"
7,593,4.877221826321609,Stalingrad (1993),War
10,181,4.901283629058087,Return of the Jedi (1983),"Action, Adventure, Romance, Sci-Fi, War"
10,533,4.878800234786228,"Daytrippers, The (1996)",Mystery
10,172,4.874749900625381,"Empire Strikes Back, The (1980)","Action, Adventure, Drama, Romance, Sci-Fi, War"
10,12,4.84702721896668,"Usual Suspects, The (1995)","Crime, Thriller"
10,479,4.817410810208346,Vertigo (1958),"Mystery, Thriller"
10,498,4.801321667829902,"African Queen, The (1951)","Action, Adventure, Romance, War"
10,56,4.794662927408364,Pulp Fiction (1994),"Crime, Drama"
10,179,4.752381074416699,"Clockwork Orange, A (1971)",Sci-Fi
10,388,4.752315285577192,Beverly Hills Cop III (1994),"Action, Comedy"
10,504,4.746994212208404,Bonnie and Clyde (1967),"Crime, Drama"
284,50,4.769570462344336,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
284,390,4.759756738143057,Fear of a Black Hat (1993),Comedy
284,372,4.719531699017516,Jeffrey (1995),Comedy
284,251,4.686249921514189,Shall We Dance? (1996),Comedy
284,247,4.67316972817198,Turbo: A Power Rangers Movie (1997),"Action, Adventure, Children’s"
